CUPS;PERIODO;POTENCIA CONTRATADA (kW)
ES0339000003012105EQ;2;5,19
ES0339000003012106EV;1;6,92
ES0339000003012107EH;1;3,46
ES0339000003012108EL;1;2,3
ES0339000003012109EC;1;5,19
ES0339000003012110EK;1;3,29
ES0339000003012115TA;1;4,93
ES0339000003012125TJ;1;6,92
ES0339000003012125TJ;2;6,92
ES0339000003012200AL;1;2,43
ES0339000003012205GR;1;2,42
ES0339000003012215GB;1;2,3
ES0339000003012220GQ;1;3,46
ES0339000003012220GQ;2;3,46
ES0339000003012230MA;1;4,93
ES0339000003012250YT;1;5,19
ES0339000003012250YT;2;5,19
ES0339000003012255YM;1;5,19
ES0339000003012255YM;2;5,19
ES0339000003012260YX;1;5,19
ES0339000003012265YS;1;5,19
ES0339000003012265YS;2;5,19
ES0339000003012270YC;1;3,46
ES0339000003012270YC;2;3,46
ES0339000003012280FF;1;13,86
ES0339000003012290FV;1;4,4
ES0339000003012450ZQ;1;3,45
ES0339000003012500QC;1;3,45
ES0339000003012510VF;1;5,75
ES0339000003012510VF;2;5,75
ES0339000003012520VV;1;4,6
ES0339000003012530HG;1;4,4
ES0339000003012540HZ;1;4,4
ES0339000003012550LR;1;4,6
ES0339000003012550LR;2;4,6
ES0339000003012560LB;1;4,4
ES0339000003012570LK;1;3,3
ES0339000003012580CP;1;15,01
ES0339000003012580CP;2;15,01
ES0339000003012580CP;3;15,01
ES0339000003012590CH;1;3,3
ES0339000003012610KS;1;3,3
ES0339000003012620EW;1;3,3
ES0339000003012630EN;1;3,3
ES0339000003012640EE;1;6,9
ES0339000003012640EE;2;6,9
ES0339000003012650TD;1;4,4
ES0339000003012660TL;1;3,3
ES0339000003012670RY;1;4,4
ES0339000003012680RQ;1;5,75
ES0339000003012690WA;1;4,4
ES0339000003012700WJ;1;4,4
ES0339000003012710AT;1;4,4
ES0339000003012720AX;1;4,4
ES0339000003012730AC;1;3,45
ES0339000003012735GW;1;3,45
ES0339000003012750GV;1;3,45
ES0339000003012750GV;2;3,45
ES0339000003012760MG;1;3,3
ES0339000003012770MZ;1;4,4
ES0339000003012780YR;1;4,4
ES0339000003012790YB;1;4,4
ES0339000003012800YK;1;4,4
ES0339000003012811FD;1;4,4
ES0339000003012820FH;1;4,4
ES0339000003012830PM;1;4,6
ES0339000003012840PS;1;4,6
ES0339000003012850DW;1;4,4
ES0339000003012860DN;1;1,15
ES0339000003012870DE;1;3,45
ES0339000003012880XD;1;4,4
ES0339000003012890XL;1;5,5
ES0339000003012900BY;1;4,6
ES0339000003012910BQ;1;4,4
ES0339000003012920NA;1;4,4
ES0339000003012930NJ;1;4,4
ES0339000003012950JX;1;5,75
ES0339000003012960JC;1;4,4
ES0339000003012970ZF;1;2,3
ES0339000003012980ZV;1;3,3
ES0339000003014000JW;1;4,6
ES0339000003014000JW;2;4,6
ES0339000003014010JN;1;4,4
ES0339000003014020JE;1;4,4
ES0339000003014030ZD;1;4,4
ES0339000003014040ZL;1;4,4
ES0339000003014050SY;1;4,93
ES0339000003014060SQ;1;3,29
ES0339000003014070QA;1;4,4
ES0339000003014080QJ;1;4,4
ES0339000003014090VT;1;4,4
ES0339000003014100VX;1;4,6
ES0339000003014110VC;1;4,4
ES0339000003014120HF;1;13,15
ES0339000003014130HV;1;4,4
ES0339000003014140LG;1;10,39
ES0339000003014140LG;2;10,39
ES0339000003014150LZ;1;10,39
ES0339000003014150LZ;2;10,39
ES0339000003014160CR;1;4,4
ES0339000003014170CB;1;4,4
ES0339000003014180CK;1;4,4
ES0339000003014190KP;1;2,3
ES0339000003014200KH;1;4,4
ES0339000003014210EM;1;4,4
ES0339000003014220ES;1;4,4
ES0339000003014230TW;1;4,6
ES0339000003014240TN;1;9,86
ES0339000003014250TE;1;10,39
ES0339000003014260RD;1;4,4
ES0339000003050000ZF;1;275
ES0339000003050000ZF;2;275
ES0339000003050000ZF;3;345
ES0339000003050000ZF;4;345
ES0339000003050000ZF;5;345
ES0339000003050000ZF;6;451
ES0339000003060000NW;1;5,19
ES0339000003060001NA;1;6,9
ES0339000003060003NM;1;4,4
ES0339000003060004NY;1;4,4
ES0339000003060005NF;1;4,6
ES0339000003060006NP;1;4,4
ES0339000003060007ND;1;4,4
ES0339000003060008NX;1;1,15
ES0339000003060010NN;1;5,5
ES0339000003060011NJ;1;3,29
ES0339000003060012NZ;1;2,3
ES0339000003060013NS;1;3,29
ES0339000003060014NQ;1;1,97
ES0339000003060015NV;1;3,3
ES0339000003060016NH;1;2,3
ES0339000003060017NL;1;6,57
ES0339000003060018NC;1;4,4
ES0339000003060019NK;1;3,29
ES0339000003060020NE;1;4,4
ES0339000003060021JT;1;4,4
ES0339000003060023JW;1;4,4
ES0339000003060024JA;1;5,5
ES0339000003060025JG;1;4,4
ES0339000003060026JM;1;4,4
ES0339000003060027JY;1;4,4
ES0339000003060028JF;1;4,6
ES0339000003060028JF;2;4,6
ES0339000003060029JP;1;4,4
ES0339000003060030JD;1;3,3
ES0339000003060031JX;1;4,4
ES0339000003060032JB;1;4,4
ES0339000003060033JN;1;4,4
ES0339000003060034JJ;1;3,3
ES0339000003060035JZ;1;4,4
ES0339000003060036JS;1;32,87
ES0339000003060036JS;2;32,87
ES0339000003060036JS;3;32,87
ES0339000003060037JQ;1;3,45
ES0339000003060038JV;1;4,93
ES0339000003060039JH;1;3,45
ES0339000003060040JL;1;4,4
ES0339000003060041JC;1;5,75
ES0339000003060042JK;1;3,29
ES0339000003060043JE;1;3,29
ES0339000003060046ZW;1;3,46
ES0339000003060046ZW;2;3,46
ES0339000003060047ZA;1;3,29
ES0339000003060048ZG;1;5,2
ES0339000003060049ZM;1;3,46
ES0339000003060050ZY;1;4,6
ES0339000003060051ZF;1;3,46
ES0339000003060052ZP;1;5,19
ES0339000003060052ZP;2;5,19
ES0339000003060053ZD;1;4,4
ES0339000003060054ZX;1;4,4
ES0339000003060055ZB;1;3,45
ES0339000003061000DJ;1;5,19
ES0339000003061001DZ;1;5,19
ES0339000003061001DZ;2;5,19
ES0339000003061002DS;1;4,6
ES0339000003061003DQ;1;6,92
ES0339000003061004DV;1;4,4
ES0339000003061006DL;1;4,4
ES0339000003061007DC;1;4,4
ES0339000003061008DK;1;4,6
ES0339000003061009DE;1;5,5
ES0339000003061010XT;1;4,4
ES0339000003061011XR;1;4,6
ES0339000003061013XA;1;4,93
ES0339000003061014XG;1;3,3
ES0339000003061015XM;1;4,4
ES0339000003061016XY;1;4,6
ES0339000003061017XF;1;4,4
ES0339000003061018XP;1;4,4
ES0339000003061019XD;1;4,93
ES0339000003061020XX;1;9,86
ES0339000003061021XB;1;6,9
ES0339000003061022XN;1;4,4
ES0339000003061023XJ;1;4,4
ES0339000003061024XZ;1;4,6
ES0339000003061025XS;1;4,4
ES0339000003061026XQ;1;3,3
ES0339000003061027XV;1;4,4
ES0339000003061028XH;1;4,6
ES0339000003061029XL;1;4,6
ES0339000003061030XC;1;4,4
ES0339000003061031XK;1;4,4
ES0339000003061032XE;1;4,6
ES0339000003061033BT;1;4,4
ES0339000003061034BR;1;4,4
ES0339000003061035BW;1;4,93
ES0339000003061036BA;1;4,6
ES0339000003061037BG;1;4,4
ES0339000003061038BM;1;4,4
ES0339000003061039BY;1;4,4
ES0339000003061040BF;1;4,4
ES0339000003061041BP;1;4,4
ES0339000003061042BD;1;4,6
ES0339000003061043BX;1;4,4
ES0339000003061044BB;1;4,4
ES0339000003061045BN;1;4,6
ES0339000003061046BJ;1;3,45
ES0339000003061047BZ;1;4,4
ES0339000003061048BS;1;4,4
ES0339000003061049BQ;1;4,4
ES0339000003061050BV;1;4,4
ES0339000003061051BH;1;4,4
ES0339000003061052BL;1;4,4
ES0339000003061053BC;1;3,46
ES0339000003061053BC;2;3,46
ES0339000003061054BK;1;5,19
ES0339000003061054BK;2;5,19
ES0339000003061055BE;1;3,29
ES0339000003061056NT;1;3,3
ES0339000003061057NR;1;5,19
ES0339000003061058NW;1;5,19
ES0339000003061059NA;1;5,19
ES0339000003061059NA;2;5,19
ES0339000003061060NG;1;4,93
ES0339000003061061NM;1;6,92
ES0339000003061061NM;2;6,92
ES0339000003061062NY;1;10,39
ES0339000003061062NY;2;10,39
ES0339000003061063NF;1;6,92
ES0339000003061064NP;1;4,6
ES0339000003061065ND;1;3,29
ES0339000003061066NX;1;4,6
ES0339000003061067NB;1;3,29
ES0339000003061068NN;1;3,46
ES0339000003061068NN;2;3,46
ES0339000003061069NJ;1;2,2
ES0339000003061070NZ;1;4,4
ES0339000003061071NS;1;4,6
ES0339000003061073NV;1;4,93
ES0339000003061075NL;1;3,46
ES0339000003061075NL;2;3,46
ES0339000003061076NC;1;3,46
ES0339000003061077NK;1;10,39
ES0339000003061078NE;1;3,29
ES0339000003061079JT;1;4,4
ES0339000003061080JR;1;4,93
ES0339000003061081JW;1;3,46
ES0339000003061081JW;2;3,46
ES0339000003061082JA;1;9,89
ES0339000003061083JG;1;3,81
ES0339000003061083JG;2;3,81
ES0339000003061085JY;1;6,93
ES0339000003061089JX;1;3,29
ES0339000003061090JB;1;5,19
ES0339000003061091JN;1;3,3
ES0339000003061092JJ;1;3,46
ES0339000003061094JS;1;4,4
ES0339000003061095JQ;1;5,5
ES0339000003061096JV;1;4,93
ES0339000003061098JL;1;4,4
ES0339000003061099JC;1;4,4
ES0339000003061102ZT;1;4,4
ES0339000003061103ZR;1;5,19
ES0339000003061104ZW;1;4,4
ES0339000003061105ZA;1;6,92
ES0339000003061105ZA;2;6,92
ES0339000003061106ZG;1;3,29
ES0339000003061107ZM;1;3,46
ES0339000003061108ZY;1;4,4
ES0339000003061109ZF;1;3,29
ES0339000003061110ZP;1;3,46
ES0339000003061110ZP;2;3,46
ES0339000003061111ZD;1;3,29
ES0339000003061112ZX;1;3,29
ES0339000003061113ZB;1;3,29
ES0339000003061114ZN;1;4,93
ES0339000003061115ZJ;1;6,92
ES0339000003061116ZZ;1;4,4
ES0339000003061117ZS;1;4,4
ES0339000003061118ZQ;1;6,92
ES0339000003061119ZV;1;4,93
ES0339000003061120ZH;1;5,5
ES0339000003061121ZL;1;4,93
ES0339000003061122ZC;1;4,6
ES0339000003061123ZK;1;4,4
ES0339000003061124ZE;1;5,5
ES0339000003061125ST;1;4,6
ES0339000003062000FR;1;3,45
ES0339000003062001FW;1;4,4
ES0339000003062004FM;1;4,4
ES0339000003062005FY;1;4,6
ES0339000003062006FF;1;4,6
ES0339000003062008FD;1;4,6
ES0339000003062009FX;1;4,4
ES0339000003062010FB;1;4,6
ES0339000003062011FN;1;4,4
ES0339000003062014FS;1;3,29
ES0339000003062015FQ;1;4,4
ES0339000003062016FV;1;5,19
ES0339000003062017FH;1;5,19
ES0339000003062018FL;1;4,6
ES0339000003062019FC;1;4,6
ES0339000003062019FC;2;4,6
ES0339000003062020FK;1;13,85
ES0339000003062020FK;2;13,85
ES0339000003062021FE;1;4,4
ES0339000003062022PT;1;4,93
ES0339000003062023PR;1;4,4
ES0339000003062024PW;1;5,19
ES0339000003062024PW;2;5,19
ES0339000003062025PA;1;3,29
ES0339000003062026PG;1;4,93
ES0339000003062027PM;1;5,2
ES0339000003062028PY;1;3,29
ES0339000003062029PF;1;3,29
ES0339000003062030PP;1;3,29
ES0339000003062031PD;1;3,81
ES0339000003062032PX;1;4,6
ES0339000003062032PX;2;4,6
ES0339000003063000GN;1;3,46
ES0339000003063000GN;2;3,46
ES0339000003063001GJ;1;3,29
ES0339000003063002GZ;1;3,46
ES0339000003063003GS;1;3,46
ES0339000003063004GQ;1;3,46
ES0339000003063005GV;1;3,29
ES0339000003063006GH;1;6,92
ES0339000003063006GH;2;6,92
ES0339000003063007GL;1;3,46
ES0339000003063007GL;2;3,46
ES0339000003063008GC;1;3,46
ES0339000003063008GC;2;3,46
ES0339000003063009GK;1;3,29
ES0339000003063011MT;1;4,93
ES0339000003063012MR;1;3,46
ES0339000003063013MW;1;3,46
ES0339000003063013MW;2;3,46
ES0339000003063014MA;1;3,29
ES0339000003063015MG;1;3,46
ES0339000003063015MG;2;3,46
ES0339000003063016MM;1;5,19
ES0339000003063017MY;1;2,3
ES0339000003063018MF;1;3,29
ES0339000003063019MP;1;4,93
ES0339000003063020MD;1;3,46
ES0339000003063021MX;1;3,46
ES0339000003063021MX;2;3,46
ES0339000003063022MB;1;5,19
ES0339000003063022MB;2;5,19
ES0339000003063023MN;1;3,3
ES0339000003063024MJ;1;3,3
ES0339000003063025MZ;1;5,5
ES0339000003063026MS;1;4,6
ES0339000003063028MV;1;3,3
ES0339000003063029MH;1;4,6
ES0339000003063030ML;1;4,6
ES0339000003063031MC;1;4,4
ES0339000003063032MK;1;2,07
ES0339000003063032MK;2;2,07
ES0339000003063033ME;1;2,07
ES0339000003063033ME;2;2,07
ES0339000003063034YT;1;3,46
ES0339000003063034YT;2;3,46
ES0339000003063035YR;1;4,4
ES0339000003063036YW;1;9,86
ES0339000003063037YA;1;10,39
ES0339000003063038YG;1;4,4
ES0339000003063039YM;1;4,4
ES0339000003063040YY;1;6,92
ES0339000003063041YF;1;6,92
ES0339000003063042YP;1;4,4
ES0339000003063043YD;1;5,75
ES0339000003063044YX;1;13,85
ES0339000003063044YX;2;13,85
ES0339000003063046YN;1;5,5
ES0339000003063047YJ;1;4,93
ES0339000003063048YZ;1;6,57
ES0339000003063049YS;1;6,92
ES0339000003063050YQ;1;4,93
ES0339000003063051YV;1;2,07
ES0339000003063052YH;1;6,6
ES0339000003063053YL;1;3,29
ES0339000003063054YC;1;9,86
ES0339000003063055YK;1;4,93
ES0339000003063056YE;1;4,4
ES0339000003063057FT;1;4,4
ES0339000003063058FR;1;1,15
ES0339000003063059FW;1;3,45
ES0339000003063060FA;1;3,29
ES0339000003063061FG;1;4,6
ES0339000003063062FM;1;3,3
ES0339000003063063FY;1;4,4
ES0339000003063064FF;1;20,78
ES0339000003063064FF;2;20,78
ES0339000003063064FF;3;20,78
ES0339000003063065FP;1;3,29
ES0339000003063066FD;1;3,46
ES0339000003063066FD;2;3,46
ES0339000003063067FX;1;3,46
ES0339000003063068FB;1;3,46
ES0339000003063069FN;1;3,29
ES0339000003063070FJ;1;3,3
ES0339000003063071FZ;1;5,19
ES0339000003063072FS;1;3,46
ES0339000003063074FV;1;4,6
ES0339000003063075FH;1;4,4
ES0339000003063076FL;1;13,85
ES0339000003063077FC;1;2,2
ES0339000003063078FK;1;4,4
ES0339000003063079FE;1;4,4
ES0339000003063080PT;1;6,92
ES0339000003063081PR;1;3,3
ES0339000003063082PW;1;5,5
ES0339000003063083PA;1;9,86
ES0339000003063084PG;1;5,75
ES0339000003063085PM;1;4,4
ES0339000003064000WT;1;3,29
ES0339000003064002WW;1;2,43
ES0339000003064003WA;1;4,4
ES0339000003064004WG;1;4,6
ES0339000003064005WM;1;6,92
ES0339000003064006WY;1;4,4
ES0339000003064007WF;1;1,15
ES0339000003064009WD;1;4,4
ES0339000003064010WX;1;4,4
ES0339000003064011WB;1;4,6
ES0339000003064012WN;1;4,4
ES0339000003064013WJ;1;4,4
ES0339000003064014WZ;1;3,3
ES0339000003064015WS;1;3,3
ES0339000003064016WQ;1;5,5
ES0339000003064017WV;1;4,4
ES0339000003064018WH;1;4,4
ES0339000003064019WL;1;4,4
ES0339000003064020WC;1;3,29
ES0339000003064021WK;1;4,6
ES0339000003064022WE;1;4,6
ES0339000003064023AT;1;7,7
ES0339000003064024AR;1;4,4
ES0339000003064025AW;1;10,39
ES0339000003064027AG;1;6,57
ES0339000003064028AM;1;5,5
ES0339000003064029AY;1;5,5
ES0339000003064030AF;1;4,4
ES0339000003064031AP;1;4,6
ES0339000003064032AD;1;6,57
ES0339000003064033AX;1;4,4
ES0339000003064034AB;1;5,75
ES0339000003064035AN;1;4,6
ES0339000003064036AJ;1;4,6
ES0339000003064037AZ;1;4,4
ES0339000003064038AS;1;4,4
ES0339000003064039AQ;1;3,46
ES0339000003064041AH;1;3,3
ES0339000003064042AL;1;3,46
ES0339000003064043AC;1;4,6
ES0339000003064044AK;1;3,45
ES0339000003064045AE;1;3,3
ES0339000003064046GT;1;4,4
ES0339000003064047GR;1;4,4
ES0339000003064048GW;1;3,3
ES0339000003064049GA;1;4,4
ES0339000003064050GG;1;2,2
ES0339000003064051GM;1;4,4
ES0339000003064052GY;1;3,46
ES0339000003064054GP;1;4,4
ES0339000003064055GD;1;4,4
ES0339000003064056GX;1;1,15
ES0339000003064057GB;1;4,4
ES0339000003064058GN;1;4,6
ES0339000003064059GJ;1;4,93
ES0339000003064060GZ;1;10,39
ES0339000003064061GS;1;4,4
ES0339000003064063GV;1;6,92
ES0339000003064065GL;1;4,6
ES0339000003064066GC;1;4,4
ES0339000003064068GE;1;4,4
ES0339000003064069MT;1;5,5
ES0339000003064070MR;1;4,6
ES0339000003065000EB;1;4,93
ES0339000003065001EN;1;4,6
ES0339000003065002EJ;1;100
ES0339000003065002EJ;2;100
ES0339000003065002EJ;3;100
ES0339000003065003EZ;1;6,93
ES0339000003065004ES;1;4,4
ES0339000003065005EQ;1;3,29
ES0339000003065006EV;1;3,3
ES0339000003065007EH;1;3,46
ES0339000003065008EL;1;3,29
ES0339000003065011EE;1;4,93
ES0339000003065012TT;1;5,75
ES0339000003065013TR;1;3,29
ES0339000003065014TW;1;3,29
ES0339000003065017TM;1;2,2
ES0339000003065018TY;1;4,4
ES0339000003065019TF;1;4,6
ES0339000003065020TP;1;4,4
ES0339000003065021TD;1;3,29
ES0339000003065022TX;1;4,6
ES0339000003065023TB;1;5,5
ES0339000003065024TN;1;5,19
ES0339000003065031TL;1;5,75
ES0339000003065032TC;1;3,29
ES0339000003065033TK;1;3,45
ES0339000003065034TE;1;4,4
ES0339000003065035RT;1;4,4
ES0339000003065036RR;1;6,92
ES0339000003065038RA;1;5,5
ES0339000003065039RG;1;5,75
ES0339000003065040RM;1;3,3
ES0339000003065041RY;1;3,46
ES0339000003065042RF;1;9,86
ES0339000003065043RP;1;5,5
ES0339000003065044RD;1;5,75
ES0339000003065045RX;1;4,4
ES0339000003065047RN;1;9,86
ES0339000003065048RJ;1;13,85
ES0339000003065049RZ;1;5,5
ES0339000003065050RS;1;13,85
ES0339000003065050RS;2;13,85
ES0339000003065051RQ;1;5,5
ES0339000003065052RV;1;5,5
ES0339000003065053RH;1;3,3
ES0339000003065054RL;1;3,3
ES0339000003065055RC;1;4,6
ES0339000003065056RK;1;4,4
ES0339000003065057RE;1;3,45
ES0339000003065058WT;1;4,93
ES0339000003065059WR;1;4,4
ES0339000003065061WA;1;5,5
ES0339000003065062WG;1;5,19
ES0339000003065063WM;1;5,19
ES0339000003065064WY;1;4,4
ES0339000003065065WF;1;4,4
ES0339000003066000LE;1;5,19
ES0339000003066002CR;1;4,6
ES0339000003066003CW;1;5,19
ES0339000003066003CW;2;5,19
ES0339000003066004CA;1;13,86
ES0339000003066005CG;1;4,6
ES0339000003066006CM;1;5,19
ES0339000003066006CM;2;5,19
ES0339000003066007CY;1;4,6
ES0339000003066008CF;1;5,75
ES0339000003066009CP;1;5,5
ES0339000003066010CD;1;4,4
ES0339000003066011CX;1;5,19
ES0339000003066012CB;1;5,2
ES0339000003066012CB;2;5,2
ES0339000003066013CN;1;4,93
ES0339000003066014CJ;1;4,93
ES0339000003066015CZ;1;3,46
ES0339000003066015CZ;2;3,46
ES0339000003066016CS;1;4,4
ES0339000003066018CV;1;4,4
ES0339000003066019CH;1;4,4
ES0339000003066020CL;1;5,75
ES0339000003066020CL;2;5,75
ES0339000003066021CC;1;6,92
ES0339000003066022CK;1;4,6
ES0339000003066023CE;1;4,93
ES0339000003066024KT;1;5,19
ES0339000003066026KW;1;3,46
ES0339000003066026KW;2;3,46
ES0339000003066027KA;1;3,46
ES0339000003066028KG;1;2,3
ES0339000003066029KM;1;5,19
ES0339000003066030KY;1;4,4
ES0339000003066031KF;1;3,46
ES0339000003066032KP;1;3,29
ES0339000003066033KD;1;2,3
ES0339000003066034KX;1;3,46
ES0339000003066034KX;2;3,46
ES0339000003066035KB;1;6,92
ES0339000003066035KB;2;6,92
ES0339000003066036KN;1;3,46
ES0339000003066037KJ;1;3,46
ES0339000003066037KJ;2;3,46
ES0339000003066038KZ;1;4,6
ES0339000003066040KQ;1;4,4
ES0339000003066041KV;1;4,4
ES0339000003066043KL;1;3,46
ES0339000003066044KC;1;3,46
ES0339000003066045KK;1;4,4
ES0339000003066046KE;1;4,4
ES0339000003066047ET;1;5,5
ES0339000003066048ER;1;2,2
ES0339000003066049EW;1;4,6
ES0339000003066050EA;1;3,45
ES0339000003066051EG;1;2,3
ES0339000003066052EM;1;5,75
ES0339000003066053EY;1;5,75
ES0339000003066054EF;1;4,4
ES0339000003066055EP;1;4,4
ES0339000003066056ED;1;5,75
ES0339000003066056ED;2;5,75
ES0339000003066057EX;1;5,75
ES0339000003066058EB;1;4,6
ES0339000003066058EB;2;4,6
ES0339000003066059EN;1;4,4
ES0339000003066060EJ;1;5,75
ES0339000003066061EZ;1;5,75
ES0339000003066062ES;1;3,45
ES0339000003066063EQ;1;4,6
ES0339000003066064EV;1;4,4
ES0339000003066065EH;1;4,4
ES0339000003066066EL;1;5,5
ES0339000003066067EC;1;5,5
ES0339000003066068EK;1;5,5
ES0339000003066069EE;1;3,3
ES0339000003066070TT;1;5,5
ES0339000003066071TR;1;3,3
ES0339000003066072TW;1;5,5
ES0339000003066073TA;1;3,3
ES0339000003066074TG;1;4,4
ES0339000003066075TM;1;3,45
ES0339000003066076TY;1;4,4
ES0339000003066077TF;1;4,6
ES0339000003066078TP;1;5,75
ES0339000003066079TD;1;5,19
ES0339000003066080TX;1;6,92
ES0339000003066081TB;1;4,4
ES0339000003066082TN;1;5,75
ES0339000003066083TJ;1;15,1
ES0339000003066083TJ;2;15,1
ES0339000003066083TJ;3;15,1
ES0339000003066084TZ;1;4,4
ES0339000003066085TS;1;6,92
ES0339000003066086TQ;1;30
ES0339000003066086TQ;2;30
ES0339000003066086TQ;3;30
ES0339000003066087TV;1;5,5
ES0339000003066089TL;1;4,4
ES0339000003066090TC;1;4,4
ES0339000003066092TE;1;5,5
ES0339000003066093RT;1;9,86
ES0339000003066094RR;1;5,75
ES0339000003066095RW;1;4,4
ES0339000003066096RA;1;5,5
ES0339000003066097RG;1;5,19
ES0339000003066098RM;1;4,4
ES0339000003067000VX;1;4,6
ES0339000003067001VB;1;4,4
ES0339000003067004VZ;1;3,45
ES0339000003067005VS;1;4,4
ES0339000003067007VV;1;4,4
ES0339000003067008VH;1;4,6
ES0339000003067009VL;1;6,6
ES0339000003067010VC;1;45
ES0339000003067010VC;2;45
ES0339000003067010VC;3;45
ES0339000003067011VK;1;9,86
ES0339000003067012VE;1;6,92
ES0339000003067013HT;1;6,6
ES0339000003067015HW;1;4,4
ES0339000003067016HA;1;4,93
ES0339000003067017HG;1;5,5
ES0339000003067018HM;1;5,19
ES0339000003067019HY;1;2,2
ES0339000003067020HF;1;4,93
ES0339000003067022HD;1;5,19
ES0339000003067022HD;2;5,19
ES0339000003067023HX;1;6,92
ES0339000003067023HX;2;6,92
ES0339000003067024HB;1;3,29
ES0339000003067026HJ;1;3,3
ES0339000003067027HZ;1;3,29
ES0339000003067028HS;1;6,57
ES0339000003067029HQ;1;6,92
ES0339000003067030HV;1;3,29
ES0339000003067031HH;1;3,46
ES0339000003067031HH;2;3,46
ES0339000003067032HL;1;3,46
ES0339000003067033HC;1;4,93
ES0339000003067034HK;1;3,46
ES0339000003067035HE;1;3,29
ES0339000003067036LT;1;5,5
ES0339000003067037LR;1;3,46
ES0339000003067038LW;1;4,93
ES0339000003067039LA;1;4,93
ES0339000003067040LG;1;3,3
ES0339000003067041LM;1;5,19
ES0339000003067041LM;2;5,19
ES0339000003067042LY;1;4,6
ES0339000003067042LY;2;4,6
ES0339000003067043LF;1;4,6
ES0339000003067044LP;1;3,3
ES0339000003067045LD;1;4,4
ES0339000003067046LX;1;3,29
ES0339000003067047LB;1;5,75
ES0339000003067048LN;1;5,5
ES0339000003067049LJ;1;5,75
ES0339000003067050LZ;1;4,6
ES0339000003067051LS;1;3,3
ES0339000003067052LQ;1;5,5
ES0339000003067053LV;1;5,75
ES0339000003067054LH;1;4,6
ES0339000003067054LH;2;4,6
ES0339000003067055LL;1;5,75
ES0339000003067056LC;1;5,5
ES0339000003067057LK;1;4,4
ES0339000003067058LE;1;4,4
ES0339000003067059CT;1;3,3
ES0339000003067060CR;1;3,46
ES0339000003067060CR;2;3,46
ES0339000003067061CW;1;3,46
ES0339000003067061CW;2;3,46
ES0339000003067063CG;1;5,75
ES0339000003067064CM;1;4,4
ES0339000003067065CY;1;3,45
ES0339000003067065CY;2;3,45
ES0339000003067066CF;1;5,75
ES0339000003067067CP;1;3,3
ES0339000003067068CD;1;5,5
ES0339000003067069CX;1;5,75
ES0339000003067070CB;1;4,4
ES0339000003067071CN;1;3,29
ES0339000003067072CJ;1;4,6
ES0339000003067073CZ;1;4,4
ES0339000003067074CS;1;5,75
ES0339000003067075CQ;1;4,4
ES0339000003067076CV;1;5,19
ES0339000003067077CH;1;3,3
ES0339000003067078CL;1;5,75
ES0339000003067079CC;1;5,19
ES0339000003067080CK;1;5,5
ES0339000003067081CE;1;5,5
ES0339000003067082KT;1;6,9
ES0339000003067083KR;1;4,6
ES0339000003067083KR;2;4,6
ES0339000003067084KW;1;4,4
ES0339000003067085KA;1;5,5
ES0339000003067086KG;1;4,4
ES0339000003067087KM;1;6,9
ES0339000003067088KY;1;3,45
ES0339000003067089KF;1;5,5
ES0339000003067090KP;1;5,5
ES0339000003067091KD;1;5,5
ES0339000003067092KX;1;5,5
ES0339000003067093KB;1;5,75
ES0339000003067093KB;2;5,75
ES0339000003067094KN;1;7,7
ES0339000003067095KJ;1;5,75
ES0339000003067096KZ;1;4,4
ES0339000003067097KS;1;4,4
ES0339000003067098KQ;1;5,75
ES0339000003067100KH;1;4,6
ES0339000003067101KL;1;5,75
ES0339000003067102KC;1;5,75
ES0339000003067102KC;2;5,75
ES0339000003067103KK;1;5,5
ES0339000003067104KE;1;4,4
ES0339000003067105ET;1;4,6
ES0339000003067106ER;1;4,6
ES0339000003067107EW;1;5,5
ES0339000003067108EA;1;4,4
ES0339000003067109EG;1;4,6
ES0339000003067110EM;1;4,6
ES0339000003067111EY;1;4,4
ES0339000003067112EF;1;4,4
ES0339000003067113EP;1;5,75
ES0339000003067114ED;1;4,4
ES0339000003067115EX;1;5,19
ES0339000003067115EX;2;5,19
ES0339000003067116EB;1;5,19
ES0339000003067116EB;2;5,19
ES0339000003067117EN;1;3,46
ES0339000003067118EJ;1;5,75
ES0339000003067119EZ;1;5,5
ES0339000003067120ES;1;5,75
ES0339000003067122EV;1;5,75
ES0339000003067123EH;1;4,6
ES0339000003067123EH;2;4,6
ES0339000003067124EL;1;5,75
ES0339000003067125EC;1;3,3
ES0339000003067126EK;1;4,6
ES0339000003067127EE;1;2,43
ES0339000003067128TT;1;5,5
ES0339000003067129TR;1;6,6
ES0339000003067130TW;1;4,4
ES0339000003067131TA;1;4,4
ES0339000003067132TG;1;5,75
ES0339000003067133TM;1;9,86
ES0339000003067134TY;1;8,05
ES0339000003067135TF;1;3,3
ES0339000003067136TP;1;3,3
ES0339000003067137TD;1;5,75
ES0339000003067138TX;1;5,19
ES0339000003067139TB;1;4,6
ES0339000003067140TN;1;5,75
ES0339000003067141TJ;1;4,6
ES0339000003067142TZ;1;4,4
ES0339000003067143TS;1;3,45
ES0339000003067144TQ;1;3,3
ES0339000003067145TV;1;4,6
ES0339000003067146TH;1;4,6
ES0339000003067147TL;1;5,5
ES0339000003067148TC;1;3,3
ES0339000003067149TK;1;1,15
ES0339000003067150TE;1;4,6
ES0339000003067151RT;1;5,75
ES0339000003067152RR;1;3,3
